_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
782,3,3,11,N/A,5,3,02/05/2019,4,3,4,4,N/A,5,2,3,3,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154546,71,4,37  WASDALE CRES ,3,N/A,08,4,1960,2017
783,4,3,11,N/A,4,4,01/30/2019,5,3,3,3,N/A,5,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154549,80,5,31  WASDALE CRES ,4,4,08,4,1950,2018
784,N/A,3,28,N/A,4,3,02/08/2019,4,4,4,5,N/A,5,5,4,3,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154554,79,5,3240  BATHURST ST ,3,3,08,4,1960,2017
785,N/A,3,10,N/A,4,3,03/12/2019,4,4,4,4,N/A,5,5,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154570,83,4,411  WILSON AVE ,4,N/A,06,5,1958,2017
786,N/A,3,40,N/A,4,3,03/12/2019,4,4,4,4,N/A,5,3,4,4,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154572,75,4,390-398  WILSON AVE ,4,2,06,4,1952,2017
787,3,4,33,N/A,4,4,03/07/2019,4,4,4,4,N/A,5,4,4,4,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154577,78,3,59  VINCI CRES ,4,4,06,4,1960,2017
788,N/A,4,32,N/A,4,4,03/12/2019,4,4,4,5,N/A,5,4,4,4,4,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4154934,85,5,1531  BATHURST ST ,5,4,12,4,1943,2017
789,N/A,4,32,N/A,4,4,03/13/2019,3,3,3,3,N/A,3,3,3,4,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4154935,68,5,1535-1539  BATHURST ST ,4,3,12,3,1943,2017
790,N/A,4,16,N/A,4,3,11/28/2019,2,2,3,4,N/A,4,4,3,3,2,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4154961,63,5,54  RAGLAN AVE ,3,N/A,12,2,1960,2017
791,3,16,307,3,3,3,01/08/2018,4,3,3,4,4,5,4,3,4,3,20,3,3,TCHC,Evaluation needs to be conducted in 2 years,4155469,68,3,340  ROYAL YORK RD ,4,3,03,3,1972,2017
792,N/A,3,18,N/A,4,4,02/25/2019,5,5,4,3,N/A,5,5,4,4,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155484,83,5,16  ALBERT AVE ,4,N/A,03,4,1950,2017
793,N/A,4,14,N/A,4,4,03/11/2019,4,4,3,4,N/A,5,4,4,2,N/A,14,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155489,79,5,2561  LAKE SHORE BLVD W,4,N/A,03,4,1952,2017
794,NA,3,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4155496,66,NA,2543  LAKE SHORE BLVD W,NA,NA,03,NA,1952,2017
795,N/A,3,16,N/A,3,3,02/14/2019,3,3,3,3,N/A,4,4,2,3,2,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155862,63,4,46  GLEN EVEREST RD ,2,N/A,20,4,1952,2018
796,4,6,92,4,4,4,10/31/2019,3,5,4,4,4,5,5,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155882,83,5,65  WINDERMERE AVE ,4,N/A,04,4,1962,2017
797,3,5,39,5,4,4,11/21/2019,3,4,4,5,N/A,5,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152658,81,4,1780  LAWRENCE AVE E,4,N/A,21,4,1961,2017
798,4,6,71,4,5,5,11/25/2019,4,3,4,5,5,5,5,4,5,5,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152663,88,4,2265  VICTORIA PARK AVE ,4,5,21,4,1964,2017
799,4,14,186,4,4,4,01/07/2019,4,4,4,4,3,5,5,4,5,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152673,84,4,720  KENNEDY RD ,5,N/A,20,5,1965,2017
800,4,6,75,4,4,4,11/20/2019,3,4,3,4,3,5,5,4,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152678,78,5,2223  EGLINTON AVE E,3,N/A,20,4,1971,2017
801,4,7,169,4,4,5,11/20/2019,4,4,4,4,4,5,4,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152685,85,5,2303  EGLINTON AVE E,5,4,20,4,1968,2017
802,3,21,352,3,2,3,02/26/2019,3,2,3,3,2,2,3,1,3,2,18,N/A,3,PRIVATE,Building Audit,4153103,50,3,1011  LANSDOWNE AVE ,1,N/A,09,3,1973,2017
803,N/A,4,24,N/A,3,2,02/28/2019,3,3,3,3,N/A,4,3,2,2,N/A,13,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153111,57,4,925  ST CLAIR AVE W,2,N/A,09,3,1930,2017
804,N/A,4,29,N/A,4,4,02/07/2019,4,4,4,4,N/A,4,4,3,4,4,15,4,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153574,77,4,330  DUNDAS ST E,3,N/A,13,4,1991,2017
805,N/A,3,26,N/A,4,4,01/24/2019,4,4,3,4,N/A,4,3,3,4,3,15,4,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153582,73,4,280  GERRARD ST E,3,N/A,13,4,1991,2017
806,NA,24,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4154076,70,NA,90  EASTDALE AVE ,NA,NA,19,NA,1969,2017
807,NA,15,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4154078,72,NA,75  EASTDALE AVE ,NA,NA,19,NA,1974,2017
808,5,6,45,3,3,3,12/19/2018,3,3,4,3,N/A,5,2,3,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154096,67,4,200  COSBURN AVE ,4,3,14,3,1965,2017
809,4,6,40,5,5,5,10/04/2017,5,4,4,4,N/A,5,2,4,5,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154099,86,4,246  COSBURN AVE ,4,4,14,5,1955,2017
810,N/A,3,11,N/A,4,4,03/04/2019,4,4,4,4,N/A,5,4,4,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154588,83,4,21  ROSSEAU RD ,4,4,06,5,1955,2017
811,N/A,3,11,N/A,3,4,03/05/2019,3,3,3,3,N/A,5,3,4,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154589,69,3,23  ROSSEAU RD ,4,3,06,4,1954,NA
812,4,4,28,N/A,4,4,03/01/2019,4,4,4,4,N/A,5,4,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154594,81,4,3886  BATHURST ST ,4,4,06,4,1960,2017
813,N/A,3,11,N/A,4,4,03/06/2019,4,5,4,4,N/A,5,4,4,5,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154598,85,4,10  ROSSEAU RD ,4,4,06,5,1955,2017
814,4,9,80,4,4,4,11/07/2019,4,4,4,4,4,5,4,4,4,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154604,81,5,4190  BATHURST ST ,4,4,06,4,1966,2017
815,4,4,13,3,3,3,02/13/2019,3,3,3,3,N/A,3,3,3,4,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154612,63,3,20  WILMINGTON AVE ,3,3,06,4,1965,2017
816,4,3,39,N/A,3,3,02/13/2019,4,3,3,3,N/A,5,4,4,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154613,74,4,10  WILMINGTON AVE ,3,N/A,06,4,1960,2017
817,N/A,4,40,N/A,4,4,11/28/2019,4,3,3,4,N/A,5,3,5,4,5,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4154972,83,5,210  WYCHWOOD AVE ,5,N/A,12,4,1930,2017
818,N/A,6,31,5,4,4,02/20/2019,4,4,4,3,N/A,5,5,3,5,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154982,81,4,214  VAUGHAN RD ,4,4,12,3,1955,2017
819,5,7,146,4,5,4,11/27/2019,5,4,5,3,4,5,4,3,4,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155004,83,4,989  EGLINTON AVE W,3,N/A,12,5,1980,2017
820,N/A,3,33,N/A,3,4,03/04/2019,3,3,4,3,N/A,5,3,4,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155005,71,5,1071  EGLINTON AVE W,4,4,12,3,1955,2017
821,4,4,44,N/A,4,4,03/25/2019,4,2,3,3,N/A,5,4,3,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155501,71,4,2519  LAKE SHORE BLVD W,3,4,03,3,1970,2017
822,3,4,42,N/A,4,3,02/28/2019,3,3,3,3,N/A,2,2,3,3,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155502,60,4,2517  LAKE SHORE BLVD W,3,N/A,03,3,1955,2019
823,N/A,4,27,N/A,3,3,10/31/2019,4,4,4,4,N/A,5,3,3,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155508,71,5,2696  LAKE SHORE BLVD W,3,N/A,03,3,1955,2017
824,4,4,11,N/A,4,3,03/08/2019,3,4,3,4,N/A,2,3,3,3,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4155900,63,2,88  OXFORD ST ,3,N/A,11,3,1895,2017
825,N/A,4,14,N/A,4,4,01/18/2019,4,4,5,4,N/A,5,4,4,3,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155924,83,5,14  BEXHILL CRT ,4,4,02,4,1952,2017
826,4,5,80,3,3,4,01/02/2018,3,3,3,4,4,5,3,4,3,4,20,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156070,72,3,2715  ISLINGTON AVE ,4,3,01,4,1992,2017
827,4,3,12,N/A,4,4,03/20/2019,4,4,4,5,N/A,5,4,4,4,3,17,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156074,78,4,111  GENERATION BLVD ,3,N/A,25,3,1975,2017
828,4,19,350,4,4,4,10/29/2019,4,4,5,4,4,5,5,4,5,5,20,4,5,TCHC,Evaluation needs to be conducted in 3 years,4155305,87,3,41  MABELLE AVE ,5,4,03,5,1979,2017
829,3,6,48,3,4,3,01/26/2018,4,3,4,3,3,5,3,2,3,3,18,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156469,66,3,3379  LAWRENCE AVE E,3,N/A,24,4,1992,2018
830,NA,7,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TCHC,N/A,4520827,NA,NA,20  ZACHARY CRT ,NA,NA,08,NA,2018,2019
831,N/A,4,20,5,5,5,01/31/2019,5,5,5,4,N/A,5,5,5,5,5,18,5,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4480446,99,5,55  THORA AVE ,5,5,20,5,2016,2019
832,N/A,4,22,5,5,5,01/24/2019,5,5,4,5,N/A,5,4,5,5,4,18,5,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4462209,96,4,3738  ST CLAIR AVE E,5,5,20,5,1953,2019
833,3,4,44,4,3,4,04/20/2018,3,3,3,3,N/A,5,3,3,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4356717,66,3,177  STEPHEN DR ,4,3,03,3,1954,2018
834,3,4,29,4,4,4,10/30/2019,3,3,4,3,N/A,4,3,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4356727,66,4,176  BERRY RD ,3,N/A,03,2,1952,2018
835,N/A,3,26,N/A,3,3,07/11/2018,4,3,4,3,N/A,5,4,4,3,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4408585,71,3,130  MACPHERSON AVE ,3,N/A,11,4,1948,2018
836,N/A,3,12,N/A,4,4,03/15/2019,4,4,4,3,N/A,4,4,4,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4245705,76,4,359  KIPLING AVE ,4,4,03,4,1967,2017
837,3,4,25,3,4,4,03/01/2019,4,4,4,4,4,5,4,4,4,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4253806,77,4,1  ROSEDALE RD ,3,N/A,11,4,1956,2017
838,N/A,4,15,N/A,4,4,02/12/2018,3,4,4,4,N/A,5,5,4,2,4,16,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4317592,76,3,3017 B  QUEEN ST E,4,N/A,20,3,1954,2018
839,N/A,3,40,3,4,4,01/02/2019,4,3,4,2,N/A,5,4,3,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4275806,75,5,2  WYCOMBE RD ,3,N/A,06,4,1960,2017
840,5,7,95,5,4,4,09/15/2017,5,5,5,3,5,5,4,4,5,N/A,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4232788,93,5,106  PARKWAY FOREST DR ,5,N/A,17,5,2015,2017
841,3,18,131,4,4,4,01/03/2019,3,4,3,4,4,5,5,4,4,5,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4221280,81,5,10  WALMER RD ,4,4,11,4,1965,2017
842,5,23,318,4,4,4,03/12/2019,5,5,5,3,3,5,3,3,3,3,19,4,5,PRIVATE,Evaluation needs to be conducted in 3 years,4233149,81,5,25  MARTHA EATON WAY ,3,N/A,05,5,1980,2017
843,N/A,13,128,5,4,4,02/01/2019,4,4,4,3,4,3,4,3,4,4,18,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4233290,78,5,29  SOUTH STATION ST ,3,4,05,4,1984,2017
844,4,8,127,4,4,4,11/04/2019,4,5,4,5,5,5,4,5,5,5,19,5,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4233294,92,5,176  COWAN AVE ,4,N/A,04,5,1983,2017
845,N/A,18,139,4,5,5,10/28/2019,5,5,5,4,5,5,4,5,4,4,19,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4293577,91,5,57  WIDDICOMBE HILL BLVD ,4,4,02,5,1975,2018
846,N/A,4,52,N/A,4,4,03/14/2019,4,4,4,4,N/A,5,4,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4254276,81,4,147  EIGHTH ST ,4,N/A,03,4,1960,2017
847,N/A,3,20,N/A,4,4,01/09/2019,4,4,4,3,N/A,3,2,4,3,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4283460,72,5,4  ANGLESEY BLVD ,3,N/A,02,3,1950,2018
848,N/A,3,12,N/A,3,4,02/07/2019,3,4,4,4,N/A,5,3,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4288857,75,4,991  O'CONNOR DR ,4,N/A,19,3,1950,2018
849,5,16,221,5,5,5,10/28/2019,5,5,5,3,5,5,5,5,5,N/A,18,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4261706,97,5,305  ROEHAMPTON AVE ,4,N/A,15,5,2015,2017
850,NA,9,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4244521,71,NA,255  MAIN ST ,NA,NA,19,NA,1969,2017
851,NA,29,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4244526,71,NA,275  MAIN ST ,NA,NA,19,NA,1971,2017
852,N/A,4,32,N/A,4,4,03/13/2019,3,4,4,3,N/A,5,3,4,4,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4250612,76,5,1539  BATHURST ST ,4,3,12,4,1943,2017
853,N/A,3,24,N/A,4,4,02/01/2019,4,4,4,2,N/A,5,4,3,3,3,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4250634,71,3,2367  QUEEN ST E,3,4,19,3,1925,2018
854,3,4,27,N/A,4,4,03/06/2019,3,4,4,4,N/A,5,3,4,3,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4255506,73,4,1  NEWHOLM RD ,3,4,03,3,1957,2017
855,5,4,29,4,4,4,02/28/2019,4,4,4,4,N/A,5,4,4,5,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4255640,83,3,3894  BATHURST ST ,5,4,06,4,1958,2017
856,N/A,3,20,N/A,4,4,02/25/2019,3,4,4,4,N/A,5,4,4,4,4,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4269313,80,4,996  DANFORTH RD ,4,4,20,4,1958,2017
857,5,30,251,5,5,5,11/28/2019,5,4,4,4,5,5,4,5,5,N/A,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4244932,93,5,310  TWEEDSMUIR AVE ,4,4,12,5,2015,2017
858,3,27,420,3,4,4,11/05/2019,2,4,4,2,3,5,3,4,4,3,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4268538,72,4,33  KING ST ,4,4,05,4,1974,2017
859,N/A,3,13,N/A,3,4,02/14/2019,3,4,3,3,N/A,5,4,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4326893,75,4,1135  O'CONNOR DR ,4,N/A,19,3,1951,NA
860,3,3,27,N/A,3,4,01/31/2019,3,4,4,3,N/A,5,3,2,3,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4288796,68,3,2327  QUEEN ST E,4,3,19,4,1920,2017
861,N/A,12,126,5,4,5,03/08/2018,4,4,2,4,5,5,3,4,4,N/A,16,N/A,2,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4333863,81,5,2877 A  ELLESMERE RD ,5,N/A,24,4,1976,2018
862,3,3,12,N/A,3,4,01/11/2019,3,4,3,4,N/A,3,4,3,3,3,16,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4265578,66,3,26  NORWOOD RD ,4,N/A,19,3,1940,2017
863,N/A,3,18,N/A,3,3,03/14/2019,3,3,3,3,N/A,5,3,3,3,3,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4168808,61,3,23  JANE ST ,3,N/A,04,3,1955,2017
864,N/A,4,40,3,4,4,02/19/2019,4,3,4,5,N/A,4,3,4,4,4,16,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4169166,78,5,1674  EGLINTON AVE W,4,N/A,08,4,1960,2017
865,N/A,3,38,N/A,4,4,02/19/2019,4,3,4,3,N/A,5,5,4,3,N/A,14,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4169173,77,5,1685  EGLINTON AVE W,3,N/A,12,4,1960,2017
866,4,30,483,4,4,5,12/02/2019,4,5,5,5,4,5,4,5,4,5,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4171428,90,5,77  DAVISVILLE AVE ,4,5,12,4,1970,2017
867,5,20,210,5,5,5,12/08/2017,4,4,4,4,4,5,5,5,5,5,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4166721,92,4,8  CHICHESTER PL ,5,N/A,22,4,2012,2017
868,5,18,287,5,5,5,11/18/2019,4,4,5,4,5,5,5,5,5,5,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4166732,95,5,80  FOREST MANOR RD ,5,5,17,5,1965,2017
869,4,21,275,5,5,5,12/04/2019,3,4,4,3,4,5,4,4,3,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4166944,83,5,70  CAMBRIDGE AVE ,5,4,14,4,1967,2017
870,N/A,3,12,N/A,3,2,12/03/2019,3,3,4,3,N/A,4,4,3,4,2,16,3,4,TCHC,Evaluation needs to be conducted in 1 year,4167701,65,4,417  GERRARD ST E,3,N/A,13,3,1980,2017
871,4,5,87,4,4,4,02/26/2019,3,4,4,4,N/A,5,4,4,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152689,78,4,740  MIDLAND AVE ,4,3,20,4,1959,2017
872,5,7,130,3,4,4,11/25/2019,3,5,4,5,3,5,4,4,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152696,81,5,2360  EGLINTON AVE E,4,N/A,21,4,1965,2017
873,NA,14,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4233372,77,NA,20  HOLLY ST ,NA,NA,12,NA,1975,2017
874,3,5,33,5,4,4,11/25/2019,4,4,4,5,N/A,5,5,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152705,85,5,815  KENNEDY RD ,4,N/A,21,4,1969,2017
875,5,7,54,4,4,4,02/11/2019,4,4,3,3,4,5,5,4,4,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152709,80,5,833  KENNEDY RD ,4,4,21,4,1967,2017
876,4,4,29,5,4,4,01/23/2019,3,3,4,4,N/A,5,4,4,3,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152713,76,4,879  KENNEDY RD ,4,3,21,3,1960,2017
877,3,3,21,N/A,4,4,01/04/2019,4,3,4,3,N/A,5,4,4,5,4,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152719,78,4,1477  BIRCHMOUNT RD ,4,N/A,21,4,1960,2017
878,4,10,140,3,4,4,01/24/2019,4,4,3,3,3,5,4,4,3,4,20,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152724,72,4,5  GLAMORGAN AVE ,3,4,21,3,1974,2017
879,N/A,4,48,N/A,4,4,02/12/2019,4,4,4,4,N/A,5,4,4,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153590,80,4,435  SHERBOURNE ST ,3,N/A,13,4,1934,2017
880,5,24,200,5,5,4,12/04/2019,4,4,4,2,4,5,3,4,4,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153610,83,5,33  EASTMOUNT AVE ,4,4,14,4,1965,2017
881,N/A,3,31,N/A,3,3,12/04/2019,3,3,3,3,N/A,3,3,3,3,2,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153612,59,4,818  BROADVIEW AVE ,2,N/A,14,3,1950,2017
882,N/A,4,21,N/A,4,4,01/09/2019,3,4,3,4,N/A,5,3,5,3,3,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4153618,72,4,852  BROADVIEW AVE ,4,N/A,14,3,1960,2018
883,4,21,118,5,5,5,12/14/2018,4,3,3,3,4,5,5,5,5,5,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154117,86,5,60  GOWAN AVE ,5,4,14,4,1970,2017
884,2,6,75,4,3,4,12/13/2018,3,3,3,3,3,5,3,3,4,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154120,67,4,27  GAMBLE AVE ,4,4,14,3,1960,2019
885,5,6,48,5,4,4,12/04/2019,5,4,5,5,N/A,4,4,3,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154124,82,5,65  GAMBLE AVE ,4,3,14,3,1955,2017
886,3,6,94,5,3,5,12/18/2018,4,4,4,5,4,5,5,5,4,5,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154127,87,5,95  GAMBLE AVE ,4,N/A,14,4,1961,2017
887,5,12,134,5,4,5,12/04/2019,4,4,4,4,3,5,4,4,3,5,19,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154132,84,5,1175  BROADVIEW AVE ,3,3,14,5,1970,2017
888,N/A,4,38,N/A,3,3,12/14/2018,4,3,3,3,N/A,5,5,4,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154137,71,5,1243  BROADVIEW AVE ,3,N/A,14,3,1955,NA
889,3,6,77,4,5,4,10/31/2019,3,5,4,5,N/A,5,4,4,5,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154145,83,4,2  MILEPOST PL ,4,5,15,4,1960,2017
890,4,21,372,5,4,4,11/07/2019,4,4,3,4,4,5,4,4,4,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154624,82,5,300  ANTIBES DR ,3,N/A,06,3,1979,2017
891,3,12,108,3,4,4,01/15/2019,4,3,4,4,4,5,3,4,4,4,20,3,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154627,75,3,6000  BATHURST ST ,4,4,06,4,1964,2017
892,3,14,170,3,3,3,01/30/2019,3,3,4,3,3,3,3,3,4,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154639,62,3,601  FINCH AVE W,3,3,06,3,1969,2017
893,3,12,143,4,4,3,02/07/2019,3,4,4,3,4,4,3,3,4,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154641,71,4,12  GOLDFINCH CRT ,3,3,06,4,1969,2017
894,5,6,69,5,4,5,11/07/2019,4,4,4,4,5,5,4,4,4,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154652,85,5,34  CARSCADDEN DR ,4,4,06,4,1965,2017
895,3,5,60,4,3,3,01/31/2019,3,3,3,3,N/A,5,5,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154654,69,5,2895  BATHURST ST ,3,N/A,08,4,1960,2017
896,3,7,47,3,3,3,01/22/2019,4,4,4,3,3,5,4,4,3,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154661,74,5,595  BROOKDALE AVE ,4,4,08,4,1970,2017
897,3,19,151,3,3,3,11/25/2019,4,4,4,4,3,5,4,3,3,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155008,72,5,161  OAKWOOD AVE ,3,N/A,09,4,1968,2017
898,N/A,4,46,N/A,3,4,03/07/2019,3,4,4,4,N/A,5,2,4,4,2,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4155013,71,4,240  NORTHCLIFFE BLVD ,4,N/A,09,4,1930,2017
899,N/A,4,45,N/A,4,4,02/26/2019,5,3,5,3,N/A,5,4,4,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155035,81,5,641  VAUGHAN RD ,4,N/A,12,4,1955,2017
